game_id,player_id,team_id,timeOnIce,assists,goals,shots,hits,powerPlayGoals,powerPlayAssists,penaltyMinutes,faceOffWins,faceoffTaken,takeaways,giveaways,shortHandedGoals,shortHandedAssists,blocked,plusMinus,evenTimeOnIce,shortHandedTimeOnIce,powerPlayTimeOnIce
2017020006,8479755,7,869,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,672,0,197
2017020006,8478403,7,1162,1,0,3,1,0,0,2,4,12,0,2,0,0,1,0,856,25,281
2017020006,8475169,7,1122,1,0,11,2,0,0,2,3,6,1,1,0,0,0,1,844,35,243
2017020006,8475158,7,1227,0,0,3,0,0,0,0,15,25,0,1,0,0,0,-2,803,125,299
2017020006,8475185,7,754,0,0,0,1,0,0,0,7,13,0,0,0,0,3,0,532,195,27
2017020006,8476495,7,831,1,0,2,0,0,1,2,0,0,0,0,0,0,0,0,640,0,191
2017020006,8476470,7,1409,0,0,4,1,0,0,0,0,0,0,0,0,0,3,1,1021,191,197
2017020007,8474717,21,1089,0,0,1,2,0,0,0,0,0,0,0,0,0,4,0,857,232,0
2017020007,8473446,21,1597,0,0,2,4,0,0,0,0,0,1,2,0,0,1,2,1063,400,134
2017020007,8474569,21,831,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,739,44,48
2017020007,8475747,21,1113,1,0,0,2,0,0,0,0,0,0,0,0,0,3,2,823,290,0
2017020007,8476855,21,616,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,568,0,48
2017020007,8476442,21,619,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,492,127,0
2017020007,8471260,21,777,0,0,3,3,0,0,0,0,0,1,1,0,0,0,0,548,229,0
2017020007,8475168,21,838,1,1,1,1,0,0,0,5,12,1,0,0,0,0,3,699,0,139
2017020007,8477413,21,1084,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,671,108,305
2017020007,8476455,21,1199,0,1,5,5,0,0,2,1,3,0,0,0,0,1,1,772,156,271
2017020007,8477456,21,964,0,0,2,1,0,0,2,2,9,0,0,0,0,1,0,812,144,8
2017020007,8478842,21,684,0,0,0,2,0,0,2,0,0,0,0,0,0,1,0,491,193,0
2017020007,8477021,21,726,1,0,0,0,0,0,0,1,2,0,0,0,0,0,2,613,0,113
2017020007,8477453,21,837,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,738,34,65
2017020007,8475197,21,1514,1,1,4,0,0,1,0,0,0,1,0,0,0,1,1,1193,37,284
2017020007,8478420,21,965,0,1,2,0,1,0,0,0,1,0,1,0,0,0,0,660,0,305
2017020007,8477492,21,1177,1,0,2,0,0,1,2,5,13,1,1,0,0,1,1,747,168,262
2017020007,8479370,21,659,0,0,1,0,0,0,2,4,13,1,0,0,0,0,0,441,210,8
2017020007,8476918,3,699,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,571,128,0
2017020007,8471686,3,920,0,0,0,4,0,0,0,0,0,1,0,0,0,2,0,731,189,0
2017020007,8476869,3,1052,0,0,3,1,0,0,0,0,0,0,0,0,0,2,0,896,156,0
2017020007,8476468,3,995,0,0,1,2,0,0,2,4,5,0,2,0,0,0,0,839,0,156
2017020007,8471976,3,720,0,0,3,0,0,0,0,7,11,1,1,0,0,0,0,564,0,156
2017020007,8476459,3,1275,0,2,8,1,2,0,0,18,24,2,1,0,0,0,-2,739,99,437
2017020007,8474008,3,442,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,328,114,0
2017020007,8473546,3,957,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,794,163,0
2017020007,8477950,3,982,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,716,120,146
2017020007,8474031,3,1428,1,0,2,0,0,1,0,0,0,0,1,0,0,3,-3,962,9,457
2017020007,8474151,3,1305,0,0,4,2,0,0,4,0,0,0,0,0,0,0,-3,1077,92,136
2017020007,8477402,3,1102,1,0,4,0,0,1,0,0,0,0,2,0,0,0,-2,665,0,437
2017020007,8475763,3,1087,0,0,1,1,0,0,0,5,9,0,0,0,0,0,0,855,179,53
2017020007,8475184,3,1153,0,0,2,4,0,0,0,0,0,0,2,0,0,0,-2,716,0,437
2017020007,8475692,3,1063,1,0,0,1,0,1,0,0,0,0,0,0,0,0,-2,607,9,447
2017020007,8470041,3,923,0,0,4,2,0,0,2,0,0,1,0,0,0,0,-1,715,105,103
2017020007,8474090,3,988,0,0,0,1,0,0,0,0,0,1,2,0,0,1,0,791,197,0
2017020007,8480078,3,460,0,0,0,1,0,0,2,1,6,0,0,0,0,0,-1,460,0,0
2017020008,8471702,15,1503,1,0,2,1,0,0,0,0,0,0,3,0,0,1,1,1240,240,23
2017020008,8468498,15,1487,0,0,1,6,0,0,0,0,0,0,0,0,0,3,-3,1135,352,0
2017020008,8475758,15,714,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-2,469,245,0
2017020008,8474604,15,672,0,0,0,0,0,0,4,0,0,0,0,0,0,2,2,672,0,0
2017020008,8471214,15,1151,0,3,6,2,0,0,0,0,0,0,0,0,0,1,3,1046,8,97
2017020008,8471698,15,1206,0,0,1,3,0,0,0,1,2,0,0,0,0,0,0,1030,79,97
